candidate,period,horizon,n,exceedances,mae,rmse,median_ae,bias,point_recall,point_precision,point_fpr,brier,brier_skill,auc,prob_recall,prob_precision,prob_fpr,alarms,interval80_coverage,level_substituted_fraction
v3_refit,dev_2024_2025,60,751,103,1.1930183047653427,1.8003620443398007,0.8471957468257632,-0.016915289922013715,0.11650485436893204,0.375,0.030864197530864196,0.11693766132620605,0.011851882931177005,0.6960475848016301,0.2621359223300971,0.35064935064935066,0.07716049382716049,77.0,0.7496671105193076,
hgb_fixed,dev_2024_2025,60,751,103,1.1357381804089122,1.6903559701064013,0.8135080722697463,0.0036146221920634273,0.13592233009708737,0.42424242424242425,0.029320987654320986,0.1214333020325793,-0.026137237499651578,0.6949538535299054,0.3883495145631068,0.26666666666666666,0.1697530864197531,150.0,0.748335552596538,
v4r,dev_2024_2025,120,754,100,1.2144758165028176,1.7657496564080732,0.8861715507151136,-0.032004199957529414,0.14,0.4117647058823529,0.03058103975535168,0.11219085299922009,0.024735550707880805,0.6853593272171253,0.24,0.3333333333333333,0.07339449541284404,72.0,0.7692307692307693,
naive_previous_lab,dev_2024_2025,120,754,100,1.6212201336650696,2.2807579249023697,1.1999998092651367,-0.03580901920004928,0.23,0.23958333333333334,0.11162079510703364,,,,,,,,,0.001326259946949602
anchored_q21,dev_2024_2025,120,754,100,1.5558793835941402,2.4638039043157285,1.080852905909219,0.1422829280955722,0.31,0.2743362831858407,0.12538226299694188,,,,,,,,,0.009283819628647215
anchored_pak,dev_2024_2025,120,754,100,1.344309255512675,1.9513381578991729,0.9767288962999991,-0.09484042672487361,0.28,0.32941176470588235,0.0871559633027523,,,,,,,,,0.033156498673740056
v3_saved,dev_2024_2025,120,754,100,1.2867226082061802,1.8363633568614068,0.9568960721532225,0.1045840944206337,0.09,0.45,0.016819571865443424,0.11429935234749397,0.006406565761653438,0.646230886850153,0.33,0.2894736842105263,0.12385321100917432,114.0,,
v3_refit,dev_2024_2025,120,754,100,1.299706737701891,1.8417255357026896,0.9748332989594983,0.10159488809190681,0.1,0.5263157894736842,0.013761467889908258,0.11588393202726731,-0.007368035174524223,0.6131880733944954,0.25,0.32051282051282054,0.08103975535168195,78.0,0.7387267904509284,
hgb_fixed,dev_2024_2025,120,754,100,1.2860506980451403,1.8036152839900081,0.9368899714724499,0.009454580854671242,0.12,0.4444444444444444,0.022935779816513763,0.13139961346496737,-0.14224438300687114,0.584051987767584,0.26,0.16993464052287582,0.19418960244648317,153.0,0.7360742705570292,
v4r,dev_2024_2025,180,750,99,1.4572609156946297,4.492833183771328,0.9631894349231183,-0.06605006701987277,0.10101010101010101,0.45454545454545453,0.018433179723502304,0.113245662393113,0.011610962216232035,0.5957811602972893,0.13131313131313133,0.34210526315789475,0.03840245775729647,38.0,0.7413333333333333,
naive_previous_lab,dev_2024_2025,180,750,99,1.804799974123637,4.831929905675653,1.1999998092651367,-0.13386666615804033,0.23232323232323232,0.24731182795698925,0.10752688172043011,,,,,,,,,0.0013333333333333333
anchored_q21,dev_2024_2025,180,750,99,1.8990796132882437,4.95301219918258,1.1463690797487889,0.1066239268779756,0.29292929292929293,0.2283464566929134,0.15053763440860216,,,,,,,,,0.005333333333333333
anchored_pak,dev_2024_2025,180,750,99,1.6232158052004457,4.596856581482804,1.0203683773676553,-0.15628508733275043,0.2222222222222222,0.2558139534883721,0.09831029185867896,,,,,,,,,0.032
v3_saved,dev_2024_2025,180,750,99,1.5051359160924997,4.490879065729595,1.044193971501084,0.008833886514569107,0.020202020202020204,0.5,0.0030721966205837174,0.11515673570279986,-0.005068563248846747,0.5871774581452001,0.1111111111111111,0.275,0.0445468509984639,40.0,,
