period,horizon,candidate,reference,n,mae_delta,mae_delta_95ci,mae_reference,brier_delta,brier_delta_95ci
dev_2024_2025,60,v3_saved,v3_refit,751,-0.016320104905054745,"[-0.03121621804848635, -0.0013140687452289222]",1.1930183047653427,-0.0014427074193558906,"[-0.0048848545441178915, 0.0015839826540672793]"
dev_2024_2025,60,v3_saved,naive_previous_lab,751,-0.4896133527563446,"[-0.6682530785032565, -0.32785947292951406]",1.6663115526166323,,
dev_2024_2025,60,v3_refit,v3_saved,751,0.016320104905054745,"[0.0013140687452289038, 0.031216218048486347]",1.176698199860288,0.0014427074193558906,"[-0.001583982654067282, 0.00488485454411789]"
dev_2024_2025,60,v3_refit,naive_previous_lab,751,-0.47329324785128984,"[-0.6468034026588619, -0.31460656035984025]",1.6663115526166323,,
dev_2024_2025,60,hgb_fixed,v3_saved,751,-0.04096001945137552,"[-0.11523793216403234, 0.02654684834159844]",1.176698199860288,0.005938348125729136,"[-0.003575279420001551, 0.015676735235596418]"
dev_2024_2025,60,hgb_fixed,v3_refit,751,-0.05728012435643026,"[-0.13058969935953474, 0.00788613812007514]",1.1930183047653427,0.0044956407063732415,"[-0.005040327427062169, 0.014524183475330677]"
dev_2024_2025,60,hgb_fixed,naive_previous_lab,751,-0.53057337220772,"[-0.711782869999676, -0.3856584198018894]",1.6663115526166323,,
dev_2024_2025,120,v4r,v3_saved,754,-0.0722467917033627,"[-0.13601847349044224, -0.00967143433207933]",1.2867226082061802,-0.0021084993482738956,"[-0.008823119284807692, 0.005416530387633073]"
dev_2024_2025,120,v4r,v3_refit,754,-0.08523092119907344,"[-0.15119114171030107, -0.0215152628362448]",1.299706737701891,-0.0036930790280472327,"[-0.011641751269751352, 0.004553875548677517]"
dev_2024_2025,120,v4r,naive_previous_lab,754,-0.40674431716225207,"[-0.5205310210310351, -0.29344156757210205]",1.6212201336650696,,
dev_2024_2025,120,naive_previous_lab,v3_saved,754,0.3344975254588894,"[0.20227133433256478, 0.46204215303547286]",1.2867226082061802,,
dev_2024_2025,120,naive_previous_lab,v3_refit,754,0.3215133959631786,"[0.19092435707883684, 0.4453917956707899]",1.299706737701891,,
dev_2024_2025,120,anchored_q21,v3_saved,754,0.26915677538796,"[0.1577644626167148, 0.396449380112716]",1.2867226082061802,,
dev_2024_2025,120,anchored_q21,v3_refit,754,0.25617264589224925,"[0.14183849021511705, 0.3868643768625873]",1.299706737701891,,
dev_2024_2025,120,anchored_q21,naive_previous_lab,754,-0.06534075007092938,"[-0.23663798597534233, 0.12165839062386118]",1.6212201336650696,,
dev_2024_2025,120,anchored_pak,v3_saved,754,0.05758664730649475,"[-0.01787176204457802, 0.13401183566841068]",1.2867226082061802,,
dev_2024_2025,120,anchored_pak,v3_refit,754,0.044602517810784,"[-0.03246585152452675, 0.1237652754883945]",1.299706737701891,,
dev_2024_2025,120,anchored_pak,naive_previous_lab,754,-0.2769108781523946,"[-0.40864588756742376, -0.14721997636130904]",1.6212201336650696,,
dev_2024_2025,120,v3_saved,v3_refit,754,-0.012984129495710754,"[-0.021830447290176316, -0.004451139654686226]",1.299706737701891,-0.0015845796797733383,"[-0.004522091976577779, 0.0012228216942604955]"
dev_2024_2025,120,v3_saved,naive_previous_lab,754,-0.3344975254588894,"[-0.462042153035473, -0.20227133433256478]",1.6212201336650696,,
dev_2024_2025,120,v3_refit,v3_saved,754,0.012984129495710754,"[0.004451139654686214, 0.021830447290176316]",1.2867226082061802,0.0015845796797733383,"[-0.0012228216942604963, 0.0045220919765777785]"
dev_2024_2025,120,v3_refit,naive_previous_lab,754,-0.3215133959631786,"[-0.44539179567078996, -0.1909243570788369]",1.6212201336650696,,
dev_2024_2025,120,hgb_fixed,v3_saved,754,-0.000671910161039878,"[-0.08545283179027728, 0.07795962588251172]",1.2867226082061802,0.017100261117473394,"[0.006602029677369025, 0.02794801211916565]"
dev_2024_2025,120,hgb_fixed,v3_refit,754,-0.013656039656750628,"[-0.09997002940041186, 0.06634020770536914]",1.299706737701891,0.015515681437700057,"[0.005060266235488676, 0.025656313203266272]"
dev_2024_2025,120,hgb_fixed,naive_previous_lab,754,-0.3351694356199293,"[-0.46515891482510086, -0.21328052719358964]",1.6212201336650696,,
dev_2024_2025,180,v4r,v3_saved,750,-0.04787500039786996,"[-0.09978104478876165, 0.008734762244479674]",1.5051359160924997,-0.0019110733096868355,"[-0.00720285080697334, 0.003703182307478957]"
dev_2024_2025,180,v4r,v3_refit,750,-0.08460771553416478,"[-0.13623191946866922, -0.029763840458220357]",1.5418686312287946,-0.015225408983905188,"[-0.023789035285926456, -0.0070532619915226235]"
dev_2024_2025,180,v4r,naive_previous_lab,750,-0.34753905842900695,"[-0.48847230856643054, -0.2203448817565758]",1.804799974123637,,
dev_2024_2025,180,naive_previous_lab,v3_saved,750,0.29966405803113705,"[0.17094566390930485, 0.43606268591882236]",1.5051359160924997,,
dev_2024_2025,180,naive_previous_lab,v3_refit,750,0.2629313428948422,"[0.12792450378806666, 0.40534021923949476]",1.5418686312287946,,
dev_2024_2025,180,anchored_q21,v3_saved,750,0.3939436971957438,"[0.23114670741059593, 0.5769261434975981]",1.5051359160924997,,
dev_2024_2025,180,anchored_q21,v3_refit,750,0.35721098205944896,"[0.2019873732950961, 0.5317287564908598]",1.5418686312287946,,
dev_2024_2025,180,anchored_q21,naive_previous_lab,750,0.09427963916460673,"[-0.11432872756271249, 0.3106270881267586]",1.804799974123637,,
dev_2024_2025,180,anchored_pak,v3_saved,750,0.11807988910794609,"[0.01742286551453721, 0.21984782670984596]",1.5051359160924997,,
dev_2024_2025,180,anchored_pak,v3_refit,750,0.08134717397165124,"[-0.017647378739073852, 0.18097514123927924]",1.5418686312287946,,
dev_2024_2025,180,anchored_pak,naive_previous_lab,750,-0.181584168923191,"[-0.3247341310057528, -0.04079755350956204]",1.804799974123637,,
dev_2024_2025,180,v3_saved,v3_refit,750,-0.03673271513629483,"[-0.05494738025930204, -0.018889086007068626]",1.5418686312287946,-0.013314335674218351,"[-0.018933668004688094, -0.008075966616689287]"
dev_2024_2025,180,v3_saved,naive_previous_lab,750,-0.29966405803113705,"[-0.43606268591882236, -0.17094566390930488]",1.804799974123637,,
dev_2024_2025,180,v3_refit,v3_saved,750,0.03673271513629483,"[0.01888908600706862, 0.05494738025930203]",1.5051359160924997,0.013314335674218351,"[0.008075966616689285, 0.018933668004688087]"
dev_2024_2025,180,v3_refit,naive_previous_lab,750,-0.2629313428948422,"[-0.40534021923949487, -0.12792450378806672]",1.804799974123637,,
dev_2024_2025,180,hgb_fixed,v3_saved,750,-0.054860130051613526,"[-0.11560378381808598, 0.006265208901501706]",1.5051359160924997,0.017060445514841732,"[0.007033794388451518, 0.027301531652798923]"
dev_2024_2025,180,hgb_fixed,v3_refit,750,-0.09159284518790835,"[-0.1558988247668567, -0.027030037666827978]",1.5418686312287946,0.0037461098406233783,"[-0.007886505720079559, 0.014990501426210608]"
dev_2024_2025,180,hgb_fixed,naive_previous_lab,750,-0.35452418808275055,"[-0.500243740695573, -0.2284111295605687]",1.804799974123637,,
audit_2026,0,v4r,v3_saved,234,-0.09199169477340083,"[-0.18507539860852285, -0.0019130299124204015]",1.1726720682577116,-0.013667542013623801,"[-0.028589477832598627, -1.7831955509954775e-05]"
audit_2026,0,v4r,v3_refit,234,-0.036543870435939936,"[-0.11162916639176332, 0.03857841219721083]",1.1172242439202507,-0.005836243917466908,"[-0.013369553071527769, 0.0013838338831878227]"
audit_2026,0,v4r,naive_previous_lab,234,-0.7201743254854567,"[-1.044954816910095, -0.41698587887959654]",1.8008546989697676,,
audit_2026,0,naive_previous_lab,v3_saved,234,0.6281826307120558,"[0.4100460841013667, 0.8617227696470552]",1.1726720682577116,,
audit_2026,0,naive_previous_lab,v3_refit,234,0.6836304550495167,"[0.4468414669101182, 0.9342566373569614]",1.1172242439202507,,
audit_2026,0,anchored_q21,v3_saved,234,-0.01139105741193503,"[-0.1998232898109722, 0.20396402648645703]",1.1726720682577116,,
audit_2026,0,anchored_q21,v3_refit,234,0.04405676692552584,"[-0.13328959063410117, 0.2472456642239048]",1.1172242439202507,,
audit_2026,0,anchored_q21,naive_previous_lab,234,-0.6395736881239908,"[-1.0399031950259097, -0.23201844548279754]",1.8008546989697676,,
audit_2026,0,anchored_pak,v3_saved,234,0.07180325724281159,"[-0.11992155463142996, 0.31467302691545257]",1.1726720682577116,,
audit_2026,0,anchored_pak,v3_refit,234,0.12725108158027248,"[-0.06320491401652806, 0.3773780450006814]",1.1172242439202507,,
audit_2026,0,anchored_pak,naive_previous_lab,234,-0.5563793734692442,"[-0.8041355387074691, -0.322142005753079]",1.8008546989697676,,
audit_2026,0,v3_saved,v3_refit,234,0.05544782433746089,"[0.029552456672885405, 0.08342829724153356]",1.1172242439202507,0.007831298096156894,"[-3.786030227689015e-05, 0.017322960100706792]"
audit_2026,0,v3_saved,naive_previous_lab,234,-0.6281826307120558,"[-0.8617227696470557, -0.41004608410136684]",1.8008546989697676,,
audit_2026,0,v3_refit,v3_saved,234,-0.05544782433746089,"[-0.0834282972415336, -0.02955245667288541]",1.1726720682577116,-0.007831298096156894,"[-0.017322960100706795, 3.7860302276888395e-05]"
audit_2026,0,v3_refit,naive_previous_lab,234,-0.6836304550495167,"[-0.9342566373569614, -0.4468414669101182]",1.8008546989697676,,
audit_2026,0,hgb_fixed,v3_saved,234,-0.05401468393535625,"[-0.18110680749214825, 0.060394914550641235]",1.1726720682577116,0.0008712208769360856,"[-0.02210455739973345, 0.026072080676396006]"
audit_2026,0,hgb_fixed,v3_refit,234,0.0014331404021046268,"[-0.1305241132142392, 0.1186534866067415]",1.1172242439202507,0.00870251897309298,"[-0.012153897055540359, 0.03226957849268156]"
audit_2026,0,hgb_fixed,naive_previous_lab,234,-0.6821973146474121,"[-0.8965732430009946, -0.4705439279618128]",1.8008546989697676,,
audit_2026,60,v4r,v3_saved,234,-0.06273426095743241,"[-0.14549871308902965, 0.01131527740972416]",1.256785033263417,0.0032298328366570104,"[-0.007571435766730229, 0.015933358387924635]"
audit_2026,60,v4r,v3_refit,234,-0.053726645367666845,"[-0.14873782747508363, 0.032914964480681305]",1.2477774176736514,0.002937033073155553,"[-0.008621430596531641, 0.016516650729360184]"
audit_2026,60,v4r,naive_previous_lab,234,-0.5956928084141245,"[-0.8210228726087109, -0.4033204084246798]",1.7897435807201088,,
audit_2026,60,naive_previous_lab,v3_saved,234,0.532958547456692,"[0.38562491079228445, 0.700541549458768]",1.256785033263417,,
audit_2026,60,naive_previous_lab,v3_refit,234,0.5419661630464575,"[0.40771786345462785, 0.6968712082517027]",1.2477774176736514,,
audit_2026,60,anchored_q21,v3_saved,234,0.07255734719185117,"[-0.029664767336837518, 0.18229794894548979]",1.256785033263417,,
audit_2026,60,anchored_q21,v3_refit,234,0.08156496278161673,"[-0.029130102452665903, 0.20155982506907966]",1.2477774176736514,,
audit_2026,60,anchored_q21,naive_previous_lab,234,-0.46040120026484094,"[-0.6966851710548628, -0.23101821802701406]",1.7897435807201088,,
audit_2026,60,anchored_pak,v3_saved,234,0.18918721489489213,"[0.07395022105201732, 0.3121484904265364]",1.256785033263417,,
audit_2026,60,anchored_pak,v3_refit,234,0.1981948304846577,"[0.08326866184228988, 0.32604600485783003]",1.2477774176736514,,
audit_2026,60,anchored_pak,naive_previous_lab,234,-0.3437713325617999,"[-0.5062980370434117, -0.15830951683570568]",1.7897435807201088,,
audit_2026,60,v3_saved,v3_refit,234,0.009007615589765563,"[-0.01898626509067036, 0.03643392365598244]",1.2477774176736514,-0.0002927997635014588,"[-0.0031219053729023296, 0.0024573434519663435]"
audit_2026,60,v3_saved,naive_previous_lab,234,-0.532958547456692,"[-0.7005415494587682, -0.38562491079228445]",1.7897435807201088,,
audit_2026,60,v3_refit,v3_saved,234,-0.009007615589765563,"[-0.036433923655982484, 0.018986265090670296]",1.256785033263417,0.0002927997635014588,"[-0.002457343451966347, 0.0031219053729023244]"
audit_2026,60,v3_refit,naive_previous_lab,234,-0.5419661630464575,"[-0.6968712082517029, -0.4077178634546282]",1.7897435807201088,,
audit_2026,60,hgb_fixed,v3_saved,234,-0.04506969326734861,"[-0.1517975173156946, 0.06613333684550239]",1.256785033263417,0.0044567435958997245,"[-0.007240622445066776, 0.016366469165482282]"
audit_2026,60,hgb_fixed,v3_refit,234,-0.03606207767758304,"[-0.15368732477358732, 0.08023464628578715]",1.2477774176736514,0.004163943832398264,"[-0.007360661158757695, 0.015883287316658255]"
audit_2026,60,hgb_fixed,naive_previous_lab,234,-0.5780282407240406,"[-0.8160373406840206, -0.3816669462608993]",1.7897435807201088,,
audit_2026,120,v4r,v3_saved,234,-0.05115363298152967,"[-0.15006319932534842, 0.03741405281922851]",1.3564734798281695,0.009026980937435716,"[-0.004423051468606407, 0.022765995219861383]"
audit_2026,120,v4r,v3_refit,234,-0.06328005299404742,"[-0.17249340310753317, 0.03377591271217971]",1.368599899840687,0.007251584262259977,"[-0.006323094510524814, 0.021685282100083633]"
audit_2026,120,v4r,naive_previous_lab,234,-0.4921160423808829,"[-0.7077286839699377, -0.2931411700799302]",1.7974358892275228,,
audit_2026,120,naive_previous_lab,v3_saved,234,0.4409624093993531,"[0.3029421512771836, 0.5905854230977321]",1.3564734798281695,,
audit_2026,120,naive_previous_lab,v3_refit,234,0.4288359893868353,"[0.29723933932732405, 0.5702889961260296]",1.368599899840687,,
audit_2026,120,anchored_q21,v3_saved,234,0.2797821295077442,"[0.14561413234669637, 0.4206822518073802]",1.3564734798281695,,
audit_2026,120,anchored_q21,v3_refit,234,0.2676557094952265,"[0.13526880255421822, 0.4096390494389012]",1.368599899840687,,
audit_2026,120,anchored_q21,naive_previous_lab,234,-0.16118027989160888,"[-0.3742234243365169, 0.07545889141763437]",1.7974358892275228,,
audit_2026,120,anchored_pak,v3_saved,234,0.2989704015368842,"[0.1855083953612509, 0.4266770136316067]",1.3564734798281695,,
audit_2026,120,anchored_pak,v3_refit,234,0.2868439815243664,"[0.17388968988719825, 0.41860565068124356]",1.368599899840687,,
audit_2026,120,anchored_pak,naive_previous_lab,234,-0.141992007862469,"[-0.3494032522106536, 0.08998434423330157]",1.7974358892275228,,
audit_2026,120,v3_saved,v3_refit,234,-0.012126420012517741,"[-0.04025232214996753, 0.013096184733722555]",1.368599899840687,-0.0017753966751757387,"[-0.005297763045452798, 0.002045200689125626]"
audit_2026,120,v3_saved,naive_previous_lab,234,-0.4409624093993531,"[-0.5905854230977322, -0.3029421512771836]",1.7974358892275228,,
audit_2026,120,v3_refit,v3_saved,234,0.012126420012517741,"[-0.013096184733722574, 0.04025232214996753]",1.3564734798281695,0.0017753966751757387,"[-0.0020452006891256264, 0.005297763045452792]"
audit_2026,120,v3_refit,naive_previous_lab,234,-0.4288359893868353,"[-0.5702889961260297, -0.29723933932732405]",1.7974358892275228,,
audit_2026,120,hgb_fixed,v3_saved,234,-0.1031625942875603,"[-0.2281617988019574, -0.006005932934834489]",1.3564734798281695,0.007417331033359628,"[-0.005956259417083411, 0.020714990450182193]"
audit_2026,120,hgb_fixed,v3_refit,234,-0.11528901430007803,"[-0.24264290248081033, -0.013468772011474001]",1.368599899840687,0.005641934358183889,"[-0.00759607843469063, 0.018629540003781052]"
audit_2026,120,hgb_fixed,naive_previous_lab,234,-0.5441250036869134,"[-0.7740553141861921, -0.3583178633479243]",1.7974358892275228,,
audit_2026,180,v4r,v3_saved,234,-0.013811163868731468,"[-0.11696144822882466, 0.07624328225086532]",1.4176188563378707,0.01154453184176811,"[-0.00044311686195067307, 0.023962530371484242]"
audit_2026,180,v4r,v3_refit,234,-0.015967433957626027,"[-0.10438618209870801, 0.06562661222204089]",1.4197751264267655,0.010879662274270861,"[-0.001334840006745581, 0.023258259373772728]"
audit_2026,180,v4r,naive_previous_lab,234,-0.3162777637022123,"[-0.5196926622162448, -0.14419470745295676]",1.7200854561713517,,
audit_2026,180,naive_previous_lab,v3_saved,234,0.3024665998334808,"[0.19649138349509337, 0.4239577647660791]",1.4176188563378707,,
audit_2026,180,naive_previous_lab,v3_refit,234,0.30031032974458627,"[0.17979223519183196, 0.4414932018447976]",1.4197751264267655,,
audit_2026,180,anchored_q21,v3_saved,234,0.33778622461791263,"[0.16951258248533016, 0.5187569187191418]",1.4176188563378707,,
audit_2026,180,anchored_q21,v3_refit,234,0.335629954529018,"[0.1787747003865087, 0.5012503552692233]",1.4197751264267655,,
audit_2026,180,anchored_q21,naive_previous_lab,234,0.03531962478443173,"[-0.2210425134455567, 0.28801242432137764]",1.7200854561713517,,
audit_2026,180,anchored_pak,v3_saved,234,0.3814854335063793,"[0.24607129797314858, 0.541595015178866]",1.4176188563378707,,
audit_2026,180,anchored_pak,v3_refit,234,0.37932916341748474,"[0.25021768966625846, 0.5311576007396401]",1.4197751264267655,,
audit_2026,180,anchored_pak,naive_previous_lab,234,0.07901883367289853,"[-0.11349641436287913, 0.2939939486360889]",1.7200854561713517,,
audit_2026,180,v3_saved,v3_refit,234,-0.002156270088894561,"[-0.024008150716750425, 0.024291836156792593]",1.4197751264267655,-0.0006648695674972457,"[-0.0023420903870622505, 0.000959780676454557]"
audit_2026,180,v3_saved,naive_previous_lab,234,-0.3024665998334808,"[-0.4239577647660791, -0.19649138349509343]",1.7200854561713517,,
audit_2026,180,v3_refit,v3_saved,234,0.002156270088894561,"[-0.024291836156792635, 0.02400815071675042]",1.4176188563378707,0.0006648695674972457,"[-0.000959780676454557, 0.00234209038706225]"
audit_2026,180,v3_refit,naive_previous_lab,234,-0.30031032974458627,"[-0.44149320184479784, -0.1797922351918321]",1.7200854561713517,,
audit_2026,180,hgb_fixed,v3_saved,234,-0.050398357337739126,"[-0.20423977891471112, 0.07609149852581029]",1.4176188563378707,0.008262369758078803,"[-0.004873501383868067, 0.021523882951932236]"
audit_2026,180,hgb_fixed,v3_refit,234,-0.05255462742663368,"[-0.20600800829288735, 0.06968643101841455]",1.4197751264267655,0.007597500190581557,"[-0.005146922161376161, 0.02010338116087391]"
audit_2026,180,hgb_fixed,naive_previous_lab,234,-0.3528649571712199,"[-0.5565912153960753, -0.19173342178449085]",1.7200854561713517,,
