year,horizon,cost_ratio,policy,threshold,n,events,tp,fp,fn,tn,recall,precision,false_alarm_rate,alarm_share,total_cost,cost_per_100
2026,60,10,active_bayes,0.09090909090909091,236,34,30,136,4,66,0.8823529411764706,0.18072289156626506,0.6732673267326733,0.7033898305084746,176.0,74.57627118644068
2026,60,20,logistic_empirical,0.09480441713685182,236,34,31,155,3,47,0.9117647058823529,0.16666666666666666,0.7673267326732673,0.788135593220339,215.0,91.10169491525424
2026,60,20,logistic_bayes,0.047619047619047616,236,34,33,184,1,18,0.9705882352941176,0.15207373271889402,0.9108910891089109,0.9194915254237288,204.0,86.4406779661017
2026,60,20,logistic_fixed_030,0.3,236,34,4,9,30,193,0.11764705882352941,0.3076923076923077,0.04455445544554455,0.05508474576271186,609.0,258.0508474576271
2026,60,20,residual_bayes,0.047619047619047616,236,34,32,169,2,33,0.9411764705882353,0.15920398009950248,0.8366336633663366,0.8516949152542372,209.0,88.5593220338983
2026,60,20,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,60,20,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,680.0,288.135593220339
2026,60,20,active_runtime,0.2,236,34,19,46,15,156,0.5588235294117647,0.2923076923076923,0.22772277227722773,0.2754237288135593,346.0,146.61016949152543
2026,60,20,active_bayes,0.047619047619047616,236,34,31,162,3,40,0.9117647058823529,0.16062176165803108,0.801980198019802,0.8177966101694916,222.0,94.0677966101695
2026,60,50,logistic_empirical,0.0008831980084815796,236,34,34,201,0,1,1.0,0.14468085106382977,0.995049504950495,0.9957627118644068,201.0,85.16949152542372
2026,60,50,logistic_bayes,0.0196078431372549,236,34,34,194,0,8,1.0,0.14912280701754385,0.9603960396039604,0.9661016949152542,194.0,82.20338983050848
2026,60,50,logistic_fixed_030,0.3,236,34,4,9,30,193,0.11764705882352941,0.3076923076923077,0.04455445544554455,0.05508474576271186,1509.0,639.4067796610169
2026,60,50,residual_bayes,0.0196078431372549,236,34,34,192,0,10,1.0,0.1504424778761062,0.9504950495049505,0.9576271186440678,192.0,81.35593220338984
2026,60,50,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,60,50,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,1700.0,720.3389830508474
2026,60,50,active_runtime,0.2,236,34,19,46,15,156,0.5588235294117647,0.2923076923076923,0.22772277227722773,0.2754237288135593,796.0,337.2881355932203
2026,60,50,active_bayes,0.0196078431372549,236,34,33,186,1,16,0.9705882352941176,0.1506849315068493,0.9207920792079208,0.9279661016949152,236.0,100.0
2026,120,1,logistic_empirical,0.4511039673409241,236,34,0,1,34,201,0.0,0.0,0.0049504950495049506,0.00423728813559322,35.0,14.83050847457627
2026,120,1,logistic_bayes,0.5,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,120,1,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,38.0,16.101694915254235
2026,120,1,residual_bayes,0.5,236,34,5,15,29,187,0.14705882352941177,0.25,0.07425742574257425,0.0847457627118644,44.0,18.64406779661017
2026,120,1,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,1,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,34.0,14.40677966101695
2026,120,1,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,56.0,23.728813559322035
2026,120,1,active_bayes,0.5,236,34,2,4,32,198,0.058823529411764705,0.3333333333333333,0.019801980198019802,0.025423728813559324,36.0,15.254237288135593
2026,120,2,logistic_empirical,0.4511039673409241,236,34,0,1,34,201,0.0,0.0,0.0049504950495049506,0.00423728813559322,69.0,29.23728813559322
2026,120,2,logistic_bayes,0.3333333333333333,236,34,0,3,34,199,0.0,0.0,0.01485148514851485,0.012711864406779662,71.0,30.08474576271186
2026,120,2,logistic_fixed_030,0.3,236,34,2,6,32,196,0.058823529411764705,0.25,0.0297029702970297,0.03389830508474576,70.0,29.66101694915254
2026,120,2,residual_bayes,0.3333333333333333,236,34,11,32,23,170,0.3235294117647059,0.2558139534883721,0.15841584158415842,0.18220338983050846,78.0,33.05084745762712
2026,120,2,always_alarm,0.0,236,34,34,202,0,0,1.0,0.1440677966101695,1.0,1.0,202.0,85.59322033898306
2026,120,2,never_alarm,2.0,236,34,0,0,34,202,0.0,,0.0,0.0,68.0,28.8135593220339
2026,120,2,active_runtime,0.25,236,34,11,33,23,169,0.3235294117647059,0.25,0.16336633663366337,0.1864406779661017,79.0,33.47457627118644
